     mean_fit_time  std_fit_time  mean_score_time  std_score_time param_max_depth param_max_features param_min_samples_split param_n_estimators                                                                                     params  split0_test_score  split1_test_score  split2_test_score  split3_test_score  split4_test_score  mean_test_score  std_test_score  rank_test_score  split0_train_score  split1_train_score  split2_train_score  split3_train_score  split4_train_score  mean_train_score  std_train_score
618       5.182768      0.109021         0.257988        0.010073             110               sqrt                       8                500    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
478       4.980541      0.076725         0.245881        0.013870              80               log2                       8                500     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
698       5.158558      0.138763         0.257400        0.008201            None               auto                       8                500   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
558       5.506667      0.243290         0.251839        0.008209             100               sqrt                       8                500    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
518       5.213819      0.103821         0.258711        0.016583              90               auto                       8                500     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
638       5.386138      0.078603         0.267268        0.006145             110               auto                       8                500    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
678       5.109517      0.127425         0.248252        0.005677            None               sqrt                       8                500   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
658       5.108877      0.049430         0.254708        0.008051             110               log2                       8                500    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 500}           0.666667           0.665266           0.668067           0.663866           0.688640         0.670501        0.009177              289            0.843433            0.845884            0.835727            0.837828            0.844888          0.841552         0.004031
318      14.488883      2.207948         0.638940        0.160916              40               sqrt                       8                500     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 500}           0.668067           0.665266           0.668067           0.663866           0.687237         0.670501        0.008525              310            0.843783            0.845884            0.835026            0.838529            0.844888          0.841622         0.004161
358      13.020710      1.075523         0.594836        0.085536              40               log2                       8                500     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 500}           0.668067           0.665266           0.668067           0.663866           0.687237         0.670501        0.008525              310            0.843783            0.845884            0.835026            0.838529            0.844888          0.841622         0.004161
338      14.356810      2.385205         0.804853        0.160690              40               auto                       8                500     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 500}           0.668067           0.665266           0.668067           0.663866           0.687237         0.670501        0.008525              310            0.843783            0.845884            0.835026            0.838529            0.844888          0.841622         0.004161
579       9.958008      0.238904         0.489795        0.009939             100               auto                       8               1000   {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
519      10.245289      0.258898         0.505689        0.013624              90               auto                       8               1000    {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
619      10.297911      0.188657         0.503079        0.008857             110               sqrt                       8               1000   {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
379      12.612336      0.506538         0.526042        0.062567              50               sqrt                       8               1000    {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.844133            0.845884            0.838179            0.838879            0.844538          0.842323         0.003159
639      10.590080      0.191256         0.514495        0.020984             110               auto                       8               1000   {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
539      10.488567      0.114871         0.513009        0.010922              90               log2                       8               1000    {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
659      10.702919      0.311207         0.506049        0.017299             110               log2                       8               1000   {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
399      15.288324      4.798688         0.474164        0.046230              50               auto                       8               1000    {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.844133            0.845884            0.838179            0.838879            0.844538          0.842323         0.003159
479      10.365880      0.234857         0.510289        0.020111              80               log2                       8               1000    {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
599      10.450233      0.247927         0.515721        0.017554             100               log2                       8               1000   {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
419      11.490851      0.452560         0.508959        0.103789              50               log2                       8               1000    {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.844133            0.845884            0.838179            0.838879            0.844538          0.842323         0.003159
679      10.514737      0.459661         0.505465        0.019458            None               sqrt                       8               1000  {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
439      11.616978      0.293759         0.545561        0.061957              80               sqrt                       8               1000    {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
559      10.442319      0.209646         0.496372        0.017405             100               sqrt                       8               1000   {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
699      10.383309      0.204682         0.520364        0.007395            None               auto                       8               1000  {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
499       9.969420      0.198807         0.484236        0.011485              90               sqrt                       8               1000    {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
459       9.967751      0.219094         0.625889        0.251550              80               auto                       8               1000    {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
719       9.465754      0.528131         0.353536        0.071398            None               log2                       8               1000  {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 1000}           0.666667           0.665266           0.672269           0.661064           0.684432         0.669940        0.008084              313            0.843783            0.845884            0.838179            0.838879            0.844538          0.842253         0.003122
289      26.952899      2.167746         1.381517        0.171008              20               log2                       4               1000    {'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 4, 'n_estimators': 1000}           0.666667           0.673669           0.669468           0.663866           0.676017         0.669937        0.004442              331            0.870403            0.881261            0.876357            0.877758            0.870448          0.875246         0.004247
249      38.255202      1.714103         1.655304        0.062578              20               sqrt                       4               1000    {'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 4, 'n_estimators': 1000}           0.666667           0.673669           0.669468           0.663866           0.676017         0.669937        0.004442              331            0.870403            0.881261            0.876357            0.877758            0.870448          0.875246         0.004247
269      30.677677      2.487459         1.429351        0.245982              20               auto                       4               1000    {'max_depth': 20, 'max_features': 'auto', 'min_samples_split': 4, 'n_estimators': 1000}           0.666667           0.673669           0.669468           0.663866           0.676017         0.669937        0.004442              331            0.870403            0.881261            0.876357            0.877758            0.870448          0.875246         0.004247
337       7.044327      1.148239         0.376177        0.067158              40               auto                       8                250     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 250}           0.668067           0.662465           0.672269           0.656863           0.688640         0.669661        0.010818              334            0.845184            0.844133            0.835026            0.838879            0.848039          0.842252         0.004674
317       6.775835      1.801851         0.363896        0.100808              40               sqrt                       8                250     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 250}           0.668067           0.662465           0.672269           0.656863           0.688640         0.669661        0.010818              334            0.845184            0.844133            0.835026            0.838879            0.848039          0.842252         0.004674
357       5.571839      0.379136         0.298245        0.061631              40               log2                       8                250     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 250}           0.668067           0.662465           0.672269           0.656863           0.688640         0.669661        0.010818              334            0.845184            0.844133            0.835026            0.838879            0.848039          0.842252         0.004674
316       2.580522      0.491503         0.154598        0.050385              40               sqrt                       8                100     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.665266           0.678822         0.669378        0.006963              337            0.844483            0.842032            0.836778            0.836077            0.846639          0.841202         0.004168
356       2.132008      0.063046         0.111763        0.006027              40               log2                       8                100     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.665266           0.678822         0.669378        0.006963              337            0.844483            0.842032            0.836778            0.836077            0.846639          0.841202         0.004168
336       3.085906      0.630327         0.157576        0.035806              40               auto                       8                100     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.665266           0.678822         0.669378        0.006963              337            0.844483            0.842032            0.836778            0.836077            0.846639          0.841202         0.004168
436       1.584972      0.786322         0.086170        0.062374              80               sqrt                       8                100     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
636       1.092061      0.033998         0.056516        0.001649             110               auto                       8                100    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
556       1.072497      0.036511         0.053494        0.001660             100               sqrt                       8                100    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
416       1.075001      0.124554         0.055680        0.010021              50               log2                       8                100     {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
536       1.036737      0.032104         0.052719        0.001134              90               log2                       8                100     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
696       1.086681      0.058661         0.056461        0.003769            None               auto                       8                100   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
396       1.893509      0.448082         0.123486        0.050572              50               auto                       8                100     {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
576       1.028500      0.030570         0.052976        0.001539             100               auto                       8                100    {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
596       1.012060      0.038700         0.054042        0.001653             100               log2                       8                100    {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
376       1.180915      0.316485         0.055852        0.011032              50               sqrt                       8                100     {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
516       1.034713      0.017929         0.052783        0.001397              90               auto                       8                100     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
496       1.003425      0.024355         0.051927        0.000639              90               sqrt                       8                100     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
456       1.042476      0.129551         0.050133        0.001125              80               auto                       8                100     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
656       1.139675      0.072964         0.062394        0.013022             110               log2                       8                100    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
616       1.056537      0.040440         0.054905        0.001756             110               sqrt                       8                100    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
716       1.062433      0.023158         0.056151        0.002650            None               log2                       8                100   {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
676       1.062813      0.053372         0.053439        0.002153            None               sqrt                       8                100   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
476       1.027102      0.066234         0.050916        0.000823              80               log2                       8                100     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 8, 'n_estimators': 100}           0.676471           0.665266           0.661064           0.662465           0.680224         0.669098        0.007764              340            0.843433            0.842032            0.837128            0.836077            0.845238          0.840781         0.003576
693       5.214749      0.088035         0.250448        0.010317            None               auto                       6                500   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
573       5.380634      0.100411         0.256715        0.006942             100               auto                       6                500    {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
393       9.170205      0.368614         0.439471        0.065820              50               auto                       6                500     {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
653       5.236228      0.064227         0.256762        0.008381             110               log2                       6                500    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
513       5.086613      0.076385         0.244162        0.005485              90               auto                       6                500     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
533       5.260749      0.131501         0.256307        0.010194              90               log2                       6                500     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
633       5.515182      0.065378         0.274594        0.004548             110               auto                       6                500    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
413       7.516974      0.623297         0.439440        0.093684              50               log2                       6                500     {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
473       5.009477      0.222562         0.257474        0.031854              80               log2                       6                500     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
673       5.398947      0.096013         0.255465        0.006842            None               sqrt                       6                500   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
553       5.311193      0.148999         0.258122        0.003785             100               sqrt                       6                500    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
433      11.003936      4.743079         0.442379        0.241346              80               sqrt                       6                500     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
453       4.992203      0.147648         0.239917        0.008457              80               auto                       6                500     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
373       7.095857      0.198529         0.379204        0.042596              50               sqrt                       6                500     {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
313      15.699807      3.656881         0.811206        0.253476              40               sqrt                       6                500     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.666667           0.662465           0.669468           0.658263           0.680224         0.667417        0.007445              358            0.869352            0.871804            0.861646            0.861996            0.869748          0.866909         0.004238
493       4.996409      0.113173         0.253590        0.024440              90               sqrt                       6                500     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
353      11.418327      0.594179         0.536261        0.033182              40               log2                       6                500     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.666667           0.662465           0.669468           0.658263           0.680224         0.667417        0.007445              358            0.869352            0.871804            0.861646            0.861996            0.869748          0.866909         0.004238
333      14.633247      1.858450         0.797241        0.176698              40               auto                       6                500     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 500}           0.666667           0.662465           0.669468           0.658263           0.680224         0.667417        0.007445              358            0.869352            0.871804            0.861646            0.861996            0.869748          0.866909         0.004238
613       5.236892      0.117347         0.258451        0.003498             110               sqrt                       6                500    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
713       5.363220      0.108974         0.261175        0.003011            None               log2                       6                500   {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
593       5.128792      0.058267         0.251059        0.007490             100               log2                       6                500    {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 500}           0.665266           0.659664           0.670868           0.661064           0.680224         0.667417        0.007497              358            0.869002            0.871454            0.862347            0.861996            0.870098          0.866979         0.004003
531       1.051011      0.044101         0.054467        0.001651              90               log2                       6                100     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
691       1.157629      0.026821         0.058803        0.009195            None               auto                       6                100   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
551       1.102819      0.033847         0.055184        0.001025             100               sqrt                       6                100    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
431       1.355006      0.129675         0.096181        0.056915              80               sqrt                       6                100     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
451       1.066785      0.126954         0.051709        0.001314              80               auto                       6                100     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
671       1.024383      0.032538         0.054127        0.001199            None               sqrt                       6                100   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
611       1.063052      0.023622         0.053395        0.000846             110               sqrt                       6                100    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
651       1.055077      0.030812         0.053919        0.000816             110               log2                       6                100    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
471       1.003654      0.024039         0.050777        0.000462              80               log2                       6                100     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
511       1.034036      0.024361         0.052263        0.001143              90               auto                       6                100     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
491       1.013783      0.017825         0.052782        0.002782              90               sqrt                       6                100     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 100}           0.658263           0.668067           0.668067           0.661064           0.680224         0.667137        0.007598              379            0.864448            0.866900            0.856042            0.863748            0.870448          0.864317         0.004756
